TransactionID,CustomerID,TransactionDate,Amount,TransactionType,Merchant,Balance
162,9677,07-01-2018 17:00,8377.7,Credit,Starbucks,8377.7
163,5559,07-01-2018 18:00,6490.96,Debit,Amazon,6490.96
164,9008,07-01-2018 19:00,9317.54,Credit,Target,9317.54
165,6395,07-01-2018 20:00,2081.36,Debit,Starbucks,2081.36
166,8456,07-01-2018 21:00,5367.84,Credit,Amazon,5367.84
167,6137,07-01-2018 22:00,2348.51,Debit,Amazon,2348.51
168,9372,07-01-2018 23:00,1029.58,Debit,BestBuy,1029.58
169,9557,08-01-2018 00:00,7721.56,Debit,Walmart,7721.56
170,8480,08-01-2018 01:00,6128.96,Debit,BestBuy,6128.96
171,8601,08-01-2018 02:00,1043.71,Credit,BestBuy,1043.71
172,5041,08-01-2018 03:00,9888.41,Credit,Amazon,9888.41
173,9115,08-01-2018 04:00,841.84,Credit,Amazon,841.84
174,6039,08-01-2018 05:00,6874.33,Credit,Walmart,6874.33
175,5646,08-01-2018 06:00,6042.43,Credit,Walmart,6042.43
176,5606,08-01-2018 07:00,4144.94,Debit,Target,4144.94
177,7140,08-01-2018 08:00,8609.51,Debit,Amazon,8609.51
178,7128,08-01-2018 09:00,3498.31,Credit,Target,3498.31
179,8972,08-01-2018 10:00,8230.31,Debit,Apple Store,8230.31
180,6937,08-01-2018 11:00,5935.5,Debit,Starbucks,5935.5
181,5657,08-01-2018 12:00,3928.2,Credit,Netflix,3928.2
182,8992,08-01-2018 13:00,3441.93,Credit,Uber,3441.93
183,5455,08-01-2018 14:00,2614.25,Credit,Starbucks,2614.25
184,9409,08-01-2018 15:00,176.86,Credit,Walmart,176.86
185,9447,08-01-2018 16:00,6209.64,Credit,Starbucks,6209.64
186,7037,08-01-2018 17:00,4547.24,Credit,Apple Store,4547.24
187,5922,08-01-2018 18:00,3375.36,Credit,Walmart,3375.36
188,9057,08-01-2018 19:00,1759.14,Debit,Walmart,1759.14
189,5326,08-01-2018 20:00,14.45,Credit,Netflix,14.45
190,5122,08-01-2018 21:00,6758.96,Debit,Target,6758.96
191,7225,08-01-2018 22:00,8597.94,Debit,BestBuy,8597.94
192,5001,08-01-2018 23:00,3518.79,Debit,Apple Store,3518.79
193,6169,09-01-2018 00:00,5414.09,Credit,BestBuy,5414.09
194,7595,09-01-2018 01:00,5983.56,Credit,Uber,5983.56
195,7678,09-01-2018 02:00,2475.53,Debit,Netflix,2475.53
196,6065,09-01-2018 03:00,4882.21,Credit,Amazon,4882.21
197,6381,09-01-2018 04:00,6659.28,Credit,Walmart,6659.28
198,6674,09-01-2018 05:00,8763.43,Credit,Amazon,8763.43
199,7618,09-01-2018 06:00,8068.58,Debit,BestBuy,8068.58
200,6737,09-01-2018 07:00,8693.96,Credit,Apple Store,8693.96
201,7096,09-01-2018 08:00,9968.91,Credit,Amazon,9968.91
202,5951,09-01-2018 09:00,2626.3,Credit,BestBuy,2626.3
203,5359,09-01-2018 10:00,7266.89,Credit,Netflix,7266.89
204,5751,09-01-2018 11:00,5615.42,Credit,Amazon,5615.42
205,5639,09-01-2018 12:00,5861.91,Credit,Walmart,5861.91
206,6865,09-01-2018 13:00,2898.7,Credit,Starbucks,2898.7
207,7140,09-01-2018 14:00,8488.75,Credit,Uber,17098.26
208,7738,09-01-2018 15:00,7893.14,Credit,Uber,7893.14
209,8288,09-01-2018 16:00,8215,Debit,Uber,8215
210,9193,09-01-2018 17:00,9969.78,Debit,Apple Store,9969.78
211,5417,09-01-2018 18:00,3092.87,Debit,Amazon,3092.87
212,6951,09-01-2018 19:00,9747.36,Debit,Netflix,9747.36
213,9395,09-01-2018 20:00,2099.67,Credit,Starbucks,2099.67
214,5559,09-01-2018 21:00,911.11,Credit,Target,7402.07
215,5783,09-01-2018 22:00,107.5,Credit,Starbucks,107.5
216,8771,09-01-2018 23:00,2346.78,Debit,Starbucks,2346.78
217,7157,10-01-2018 00:00,3129.1,Debit,Netflix,3129.1
218,6866,10-01-2018 01:00,3095.08,Debit,Starbucks,3095.08
219,9622,10-01-2018 02:00,9299.66,Credit,Walmart,9299.66
220,6125,10-01-2018 03:00,3134.16,Credit,Walmart,3134.16
221,7653,10-01-2018 04:00,6594.41,Credit,Uber,6594.41
222,5218,10-01-2018 05:00,9853.69,Credit,Amazon,9853.69
223,7176,10-01-2018 06:00,2942.96,Credit,Amazon,2942.96
224,9699,10-01-2018 07:00,9753.28,Debit,Apple Store,9753.28
225,9650,10-01-2018 08:00,7627.7,Credit,Netflix,7627.7
226,9577,10-01-2018 09:00,8125.98,Credit,Amazon,8125.98
227,5943,10-01-2018 10:00,5689.05,Credit,Netflix,5689.05
228,6091,10-01-2018 11:00,7777.36,Debit,Target,7777.36
229,8341,10-01-2018 12:00,6102.01,Debit,Starbucks,6102.01
230,6743,10-01-2018 13:00,4850.35,Credit,Target,4850.35
231,8982,10-01-2018 14:00,8542.56,Credit,Starbucks,8542.56
232,8809,10-01-2018 15:00,8208.29,Debit,Amazon,8208.29
233,6680,10-01-2018 16:00,3962.59,Credit,Target,3962.59
234,5091,10-01-2018 17:00,419.58,Credit,BestBuy,419.58
235,9019,10-01-2018 18:00,9260.87,Debit,Starbucks,9260.87
236,6518,10-01-2018 19:00,7824.56,Credit,Target,7824.56
237,7576,10-01-2018 20:00,8578.62,Credit,Uber,8578.62
238,6415,10-01-2018 21:00,241.88,Debit,Target,241.88
239,9609,10-01-2018 22:00,8741.32,Debit,Target,8741.32
240,5439,10-01-2018 23:00,4691.53,Credit,Starbucks,4691.53
241,6785,11-01-2018 00:00,9104.14,Debit,Uber,9104.14
242,9928,11-01-2018 01:00,6922.83,Debit,Starbucks,6922.83
243,5438,11-01-2018 02:00,4259.38,Debit,Walmart,4259.38
244,6130,11-01-2018 03:00,1241.56,Debit,Walmart,1241.56
245,5628,11-01-2018 04:00,5578.57,Credit,BestBuy,5578.57
246,8016,11-01-2018 05:00,7090.7,Credit,Starbucks,7090.7
247,8080,11-01-2018 06:00,9041.06,Credit,Uber,9041.06
248,9237,11-01-2018 07:00,8853.67,Credit,Uber,8853.67
249,8855,11-01-2018 08:00,2590.17,Credit,Amazon,2590.17
250,8752,11-01-2018 09:00,755.26,Debit,Starbucks,755.26
251,8483,11-01-2018 10:00,4700.07,Credit,Uber,4700.07
252,8165,11-01-2018 11:00,2767.92,Debit,Starbucks,2767.92
253,5704,11-01-2018 12:00,3177.65,Debit,Amazon,3177.65
254,5923,11-01-2018 13:00,6675.84,Credit,BestBuy,6675.84
255,6365,11-01-2018 14:00,7467.3,Credit,Walmart,7467.3
256,7314,11-01-2018 15:00,7336.62,Debit,Apple Store,7336.62
257,6555,11-01-2018 16:00,8173.14,Debit,Netflix,8173.14
258,7216,11-01-2018 17:00,439.4,Credit,Starbucks,439.4
259,9418,11-01-2018 18:00,9654.06,Credit,Walmart,9654.06
260,8627,11-01-2018 19:00,3388.02,Credit,Apple Store,3388.02
261,9081,11-01-2018 20:00,3674.18,Credit,Uber,3674.18
262,7017,11-01-2018 21:00,6322.31,Credit,Netflix,6322.31
263,9190,11-01-2018 22:00,2257.85,Debit,Target,2257.85
264,5361,11-01-2018 23:00,6779.98,Credit,BestBuy,6779.98
265,8006,12-01-2018 00:00,2628.24,Credit,Uber,2628.24
266,8665,12-01-2018 01:00,7019.51,Debit,Amazon,7019.51
267,8535,12-01-2018 02:00,8178.92,Credit,Starbucks,8178.92
268,6804,12-01-2018 03:00,9002.69,Debit,Starbucks,9002.69
269,6824,12-01-2018 04:00,4085.14,Credit,Walmart,4085.14
270,5669,12-01-2018 05:00,8071.45,Debit,Uber,8071.45
271,7314,12-01-2018 06:00,4653.42,Debit,Apple Store,11990.04
272,8397,12-01-2018 07:00,2462.61,Credit,BestBuy,2462.61
273,5799,12-01-2018 08:00,7316.82,Debit,Target,7316.82
274,5132,12-01-2018 09:00,2948.66,Debit,Starbucks,2948.66
275,8433,12-01-2018 10:00,1711.4,Credit,Amazon,1711.4
276,5546,12-01-2018 11:00,1216.33,Debit,Amazon,1216.33
277,5762,12-01-2018 12:00,3980.18,Credit,Netflix,3980.18
278,7315,12-01-2018 13:00,7461.54,Credit,Starbucks,7461.54
279,6067,12-01-2018 14:00,8139.94,Debit,Walmart,8139.94
280,6301,12-01-2018 15:00,8347.09,Credit,Netflix,8347.09
281,6334,12-01-2018 16:00,4282.9,Credit,Walmart,4282.9
282,5265,12-01-2018 17:00,382.71,Debit,Walmart,382.71
283,7217,12-01-2018 18:00,1787.81,Debit,Amazon,10596.14
284,6239,12-01-2018 19:00,1957.3,Debit,Walmart,1957.3
285,5116,12-01-2018 20:00,5040.43,Credit,Target,5040.43
286,8309,12-01-2018 21:00,9159,Debit,Apple Store,9159
287,6974,12-01-2018 22:00,1307.18,Debit,Uber,1307.18
288,7481,12-01-2018 23:00,341.52,Debit,Starbucks,341.52
289,9183,13-01-2018 00:00,9.28,Debit,Target,9.28
290,9329,13-01-2018 01:00,9006.41,Credit,BestBuy,9006.41
291,5608,13-01-2018 02:00,8222.19,Credit,Walmart,8222.19
292,5529,13-01-2018 03:00,9630.1,Debit,Netflix,9630.1
293,8792,13-01-2018 04:00,7004.81,Debit,Target,7004.81
294,6876,13-01-2018 05:00,6108.69,Debit,Starbucks,6108.69
295,6658,13-01-2018 06:00,1236.25,Credit,Amazon,1236.25
296,9333,13-01-2018 07:00,5758.85,Credit,Netflix,5758.85
297,5408,13-01-2018 08:00,7909.14,Debit,Uber,7909.14
298,6310,13-01-2018 09:00,8694.01,Debit,Starbucks,8694.01
299,5217,13-01-2018 10:00,8701.65,Debit,BestBuy,8701.65
300,7450,13-01-2018 11:00,3038.45,Credit,BestBuy,3038.45
301,7531,13-01-2018 12:00,1903.7,Credit,Apple Store,1903.7
302,9208,13-01-2018 13:00,1488.69,Debit,Target,1488.69
303,9256,13-01-2018 14:00,6442.39,Debit,BestBuy,6442.39
304,6030,13-01-2018 15:00,704.85,Credit,BestBuy,704.85
305,6024,13-01-2018 16:00,8706.67,Debit,Uber,8706.67
306,7646,13-01-2018 17:00,8079.03,Credit,Apple Store,8079.03
307,5314,13-01-2018 18:00,74.33,Credit,Amazon,74.33
308,5225,13-01-2018 19:00,5877.07,Credit,Netflix,5877.07
309,5478,13-01-2018 20:00,6333.47,Credit,Starbucks,6333.47
310,5222,13-01-2018 21:00,9061.57,Debit,BestBuy,9061.57
311,6715,13-01-2018 22:00,5350.66,Debit,Amazon,5350.66
312,9615,13-01-2018 23:00,521.9,Credit,BestBuy,521.9
313,5087,14-01-2018 00:00,6835.81,Debit,Target,6835.81
314,5479,14-01-2018 01:00,3498.26,Credit,Walmart,3498.26
315,5308,14-01-2018 02:00,5098.06,Debit,Amazon,5098.06
316,5539,14-01-2018 03:00,2396.67,Credit,BestBuy,2396.67
317,5089,14-01-2018 04:00,8605.24,Credit,Uber,8605.24
318,7360,14-01-2018 05:00,5882.99,Credit,Apple Store,5882.99
319,5179,14-01-2018 06:00,7453.3,Credit,Apple Store,7453.3
320,5548,14-01-2018 07:00,1508.33,Debit,Starbucks,1508.33
321,5001,14-01-2018 08:00,5652.75,Credit,Netflix,9171.54
322,9001,14-01-2018 09:00,3018.84,Debit,Target,3018.84
323,6057,14-01-2018 10:00,260.27,Credit,Amazon,260.27
324,7273,14-01-2018 11:00,7287.25,Credit,BestBuy,7287.25
325,9459,14-01-2018 12:00,9791.41,Credit,Apple Store,9791.41
326,7932,14-01-2018 13:00,7279.95,Credit,Walmart,7279.95
327,9211,14-01-2018 14:00,845.1,Credit,Starbucks,845.1
328,7161,14-01-2018 15:00,6301.81,Debit,Target,6301.81
329,6565,14-01-2018 16:00,8288.25,Debit,Target,8288.25
330,5594,14-01-2018 17:00,1617.23,Credit,Target,1617.23
331,7767,14-01-2018 18:00,9808.89,Credit,Target,9808.89
332,7154,14-01-2018 19:00,6238.07,Credit,Amazon,6238.07
333,8769,14-01-2018 20:00,9820.68,Debit,Uber,9820.68
334,6934,14-01-2018 21:00,6303.49,Credit,Apple Store,6303.49
335,9282,14-01-2018 22:00,6688.64,Credit,Uber,6688.64
336,8927,14-01-2018 23:00,7597.08,Debit,Amazon,7597.08
337,6846,15-01-2018 00:00,8039.15,Debit,Target,8039.15
338,9920,15-01-2018 01:00,8784.71,Debit,Apple Store,8784.71
339,5052,15-01-2018 02:00,7522.03,Credit,Starbucks,7522.03
340,5256,15-01-2018 03:00,4597.19,Credit,Amazon,4597.19
341,7093,15-01-2018 04:00,2542.29,Debit,Target,2542.29
342,8331,15-01-2018 05:00,3974.38,Credit,Starbucks,3974.38
343,5014,15-01-2018 06:00,9199.04,Debit,BestBuy,9199.04
344,7896,15-01-2018 07:00,8631.28,Debit,Apple Store,8631.28
345,7675,15-01-2018 08:00,3626.24,Debit,Uber,3626.24
346,9107,15-01-2018 09:00,4235.5,Credit,Walmart,4235.5
347,7048,15-01-2018 10:00,2945.96,Credit,Netflix,2945.96
348,7124,15-01-2018 11:00,6222.26,Credit,Apple Store,6222.26
349,9637,15-01-2018 12:00,3603.61,Credit,Apple Store,3603.61
350,8785,15-01-2018 13:00,8035.73,Debit,Target,8035.73
351,5995,15-01-2018 14:00,4763.07,Credit,Uber,4763.07
352,7949,15-01-2018 15:00,2205.12,Debit,Apple Store,2205.12
353,9145,15-01-2018 16:00,4460.36,Credit,Uber,4460.36
354,6665,15-01-2018 17:00,7353.3,Debit,Amazon,7353.3
355,9441,15-01-2018 18:00,4540.17,Debit,Walmart,4540.17
356,8931,15-01-2018 19:00,5722.87,Credit,Target,5722.87
357,7725,15-01-2018 20:00,9141.06,Credit,Netflix,9141.06
358,7898,15-01-2018 21:00,7131.67,Debit,Target,7131.67
359,8986,15-01-2018 22:00,9968.39,Debit,Apple Store,9968.39
360,6331,15-01-2018 23:00,770.31,Credit,Apple Store,770.31
361,7803,16-01-2018 00:00,7505.14,Credit,Apple Store,7505.14
362,9707,16-01-2018 01:00,7328.29,Debit,Netflix,9669.11
363,6245,16-01-2018 02:00,1093.15,Credit,Walmart,1093.15
364,7325,16-01-2018 03:00,9659.56,Credit,Amazon,9659.56
365,5684,16-01-2018 04:00,8453.15,Debit,Uber,8453.15
366,7365,16-01-2018 05:00,5119.14,Credit,BestBuy,5119.14
367,8113,16-01-2018 06:00,2208.35,Debit,Apple Store,2208.35
368,8138,16-01-2018 07:00,1868.32,Credit,Uber,1868.32
369,7952,16-01-2018 08:00,1280.79,Debit,Starbucks,1280.79
370,5142,16-01-2018 09:00,1938.97,Debit,Uber,1938.97
371,6949,16-01-2018 10:00,9247.48,Debit,Uber,9247.48
372,5153,16-01-2018 11:00,6350.85,Credit,Apple Store,6350.85
373,8268,16-01-2018 12:00,1251.23,Debit,Apple Store,1251.23
374,9473,16-01-2018 13:00,9216.82,Credit,Starbucks,9216.82
375,5533,16-01-2018 14:00,542.61,Credit,Uber,542.61
376,8560,16-01-2018 15:00,4093.8,Debit,Walmart,4093.8
377,8790,16-01-2018 16:00,7427.55,Credit,Walmart,7427.55
378,9788,16-01-2018 17:00,8220.75,Credit,Walmart,8220.75
379,5786,16-01-2018 18:00,8431.79,Debit,Apple Store,8431.79
380,5465,16-01-2018 19:00,9452.1,Debit,Walmart,9452.1
381,7519,16-01-2018 20:00,2682.48,Credit,Apple Store,2682.48
382,5140,16-01-2018 21:00,3827.92,Debit,BestBuy,3827.92
383,6727,16-01-2018 22:00,6340.94,Credit,Apple Store,6340.94
384,8639,16-01-2018 23:00,8766.8,Credit,Amazon,8766.8
385,6991,17-01-2018 00:00,6011.66,Debit,Starbucks,6011.66
386,5809,17-01-2018 01:00,2724.51,Credit,Apple Store,2724.51
387,6270,17-01-2018 02:00,8021.17,Debit,Amazon,8021.17
388,7881,17-01-2018 03:00,9020.39,Credit,Walmart,9020.39
389,5702,17-01-2018 04:00,88.52,Debit,Amazon,88.52
390,5169,17-01-2018 05:00,55.65,Debit,Amazon,55.65
391,7266,17-01-2018 06:00,9540.23,Debit,Target,9540.23
392,7081,17-01-2018 07:00,5567.25,Credit,Starbucks,5567.25
393,7332,17-01-2018 08:00,887.31,Debit,Netflix,887.31
394,6433,17-01-2018 09:00,3567.73,Credit,Uber,3567.73
395,6430,17-01-2018 10:00,5674.78,Credit,Target,5674.78
396,8445,17-01-2018 11:00,6254.12,Credit,Starbucks,6254.12
397,5264,17-01-2018 12:00,1635.84,Debit,Target,1635.84
398,5852,17-01-2018 13:00,8401.31,Debit,Netflix,8401.31
399,6763,17-01-2018 14:00,5451.26,Credit,Walmart,5451.26
400,5006,17-01-2018 15:00,5254.25,Debit,Uber,5254.25
